word,frequency
nerds,1.0
nergens,1.0
netals,1.0
nett,1.0
neus,1.0
neuzenshirt,1.0
neveer,1.0
new,1.0
nfobm,1.0
ng,1.0
nick,1.0
nico,1.0
niels,1.0
niemeer,1.0
nienke,1.0
nieteens,1.0
nieuws,1.0
nieuwsoverzicht,1.0
nigaaa,1.0
nigers,1.0
niggas,1.0
nijmegen,1.0
niveau,1.0
nmr,1.0
no,1.0
noemde,1.0
nogall,1.0
noh,1.0
nondejuu,1.0
noodfonds,1.0
noooit,1.0
nooooit,1.0
noooooit,1.0
noordplein,1.0
noordpool,1.0
normaaldoen,1.0
nornaal,1.0
noshit,1.0
nospang,1.0
not,1.0
nouja,1.0
now,1.0
ns,1.0
nsproblems,1.0
nswi,1.0
nummer,1.0
nummers,1.0
nut,1.0
nw,1.0
nword,1.0
nóóit,1.0
oa,1.0
ochh,1.0
ochtend,1.0
ochtendmensen,1.0
oeno,1.0
oer,1.0
oetlul,1.0
off,1.0
offerfeest,1.0
officieel,1.0
offliners,1.0
ofsoow,1.0
ofsow,1.0
ogri,1.0
ohh,1.0
ohhh,1.0
ohmiigaddo,1.0
ohnee,1.0
ohno,1.0
okay,1.0
okayyyy,1.0
okeeeeiii,1.0
okii,1.0
ola,1.0
olifant,1.0
olm,1.0
olympiade,1.0
oma,1.0
omda,1.0
omfg,1.0
omgg,1.0
omggg,1.0
omgosh,1.0
omlaag,1.0
omw,1.0
omygosh,1.0
onderkanthet,1.0
onderuit,1.0
one,1.0
ongedierte,1.0
ongeschoolde,1.0
ongesteld,1.0
onmin,1.0
onmogelijk,1.0
onopvallend,1.0
onredelijk,1.0
ontvolg,1.0
ontzettend,1.0
onvoldoende,1.0
onwijs,1.0
oohohoh,1.0
ookal,1.0
ooknog,1.0
oon,1.0
ooooooooh,1.0
oor,1.0
oorbellen,1.0
oortjes,1.0
opa,1.0
opeinde,1.0
opeiste,1.0
openbaar,1.0
opgegroei,1.0
opgemaakt,1.0
opgepakt,1.0
opgepakte,1.0
opgeruimd,1.0
ophangen,1.0
ophouden,1.0
opkomen,1.0
oplichters,1.0
opmaken,1.0
opnemen,1.0
opnieuw,1.0
opofferen,1.0
oppassen,1.0
oppeens,1.0
opstaat,1.0
opsteken,1.0
optreden,1.0
opvallerig,1.0
opzouten,1.0
oranje,1.0
organisaties,1.0
orto,1.0
osso,1.0
oude,1.0
ove,1.0
overdreven,1.0
overeenkomst,1.0
overgehouden,1.0
overhandigen,1.0
overheid,1.0
overleg,1.0
overschrijven,1.0
overspel,1.0
owkee,1.0
own,1.0
paardenbek,1.0
paars,1.0
pac,1.0
pain,1.0
pakke,1.0
pakkies,1.0
pants,1.0
papagaai,1.0
paracetamol,1.0
parra,1.0
participatiesamenleving,1.0
pascalsp,1.0
patat,1.0
patiëntje,1.0
patrick,1.0
patries,1.0
pauze,1.0
pbgegoow,1.0
peaceout,1.0
pedo,1.0
pekelharing,1.0
penalty,1.0
pens,1.0
pepernoten,1.0
percussionist,1.0
perfect,1.0
periode,1.0
peroon,1.0
perron,1.0
perry,1.0
persee,1.0
persident,1.0
personeel,1.0
personen,1.0
persoonlijk,1.0
pes,1.0
peuk,1.0
peukerelletje,1.0
pf,1.0
pfffffff,1.0
pfft,1.0
pfoee,1.0
phil,1.0
pic,1.0
piept,1.0
pieter,1.0
pikke,1.0
pikken,1.0
pille,1.0
pils,1.0
pingnaam,1.0
pinpas,1.0
pipa,1.0
pittig,1.0
plaatje,1.0
plaatjes,1.0
plaatsen,1.0
plakt,1.0
plane,1.0
planeet,1.0
planken,1.0
plannen,1.0
plassen,1.0
playstation,1.0
pleegzelfmoord,1.0
pleuresschool,1.0
pleuris,1.0
pls,1.0
plssssss,1.0
po,1.0
poenani,1.0
poephoofdennn,1.0
poepie,1.0
poepkoppen,1.0
poessie,1.0
polen,1.0
politici,1.0
pooh,1.0
poosje,1.0
popo,1.0
poppenkast,1.0
potter,1.0
praises,1.0
premie,1.0
prepaid,1.0
presentaties,1.0
president,1.0
pretpark,1.0
prinsenvlag,1.0
priscilla,1.0
prius,1.0
proberen,1.0
programma,1.0
programmaa,1.0
proppe,1.0
provak,1.0
prullenbak,1.0
prutser,1.0
prutsers,1.0
psg,1.0
pssshhh,1.0
psst,1.0
pst,1.0
psvrkc,1.0
psychologie,1.0
puber,1.0
puistige,1.0
punch,1.0
puntje,1.0
putdeksel,1.0
putje,1.0
q,1.0
qb,1.0
queen,1.0
quinccnothuman,1.0
r,1.0
raaar,1.0
raakte,1.0
raarrr,1.0
rain,1.0
rame,1.0
rancuneus,1.0
randje,1.0
rappertje,1.0
rapport,1.0
raven,1.0
rdam,1.0
rea,1.0
reactie,1.0
reacties,1.0
ready,1.0
rechterbuitenzijde,1.0
rechtsbovenin,1.0
rechtse,1.0
reclame,1.0
reclames,1.0
recorder,1.0
rector,1.0
reddingen,1.0
redelijk,1.0
reden,1.0
redenen,1.0
ree,1.0
reet,1.0
regeringsformatie,1.0
rehluhh,1.0
rekening,1.0
remco,1.0
respecteert,1.0
rest,1.0
retarded,1.0
retwee,1.0
retweeet,1.0
retweeten,1.0
rgen,1.0
ria,1.0
riannevdb,1.0
ribery,1.0
richard,1.0
ricosld,1.0
ricoxx,1.0
ridder,1.0
riedeltjes,1.0
right,1.0
rihanna,1.0
rij,1.0
rijken,1.0
rikki,1.0
ringtone,1.0
riquelle,1.0
ritme,1.0
robben,1.0
robinson,1.0
roc,1.0
rochelle,1.0
roda,1.0
roddel,1.0
roddelen,1.0
roddelende,1.0
rodebitch,1.0
rodney,1.0
roel,1.0
roept,1.0
rofl,1.0
roks,1.0
rolls,1.0
romiewow,1.0
roodharige,1.0
rookhuizen,1.0
rosa,1.0
rosmalen,1.0
rossen,1.0
rotebkarretje,1.0
rotkind,1.0
rotkop,1.0
rotten,1.0
rotterdam,1.0
rotzooi,1.0
route,1.0
rowan,1.0
royce,1.0
royvanast,1.0
roze,1.0
rozen,1.0
rronaldfr,1.0
rtlshirt,1.0
rtt,1.0
ruben,1.0
ruik,1.0
ruilt,1.0
rukker,1.0
rusland,1.0
ruziezoeken,1.0
saaie,1.0
sacherijnige,1.0
saffe,1.0
saggi,1.0
said,1.0
sam,1.0
samenvatting,1.0
sampsa,1.0
samsom,1.0
samson,1.0
sandalen,1.0
sandra,1.0
sanne,1.0
say,1.0
scarra,1.0
sch,1.0
schaaf,1.0
schaamt,1.0
schaap,1.0
schamen,1.0
schande,1.0
schavot,1.0
scheet,1.0
scheinheilige,1.0
scheit,1.0
scheits,1.0
scheppen,1.0
scherm,1.0
schijnheilig,1.0
schijnheiligst,1.0
schik,1.0
schoen,1.0
schoenen,1.0
schoonheid,1.0
schoonmama,1.0
schop,1.0
schoppen,1.0
schopt,1.0
schot,1.0
schotanus,1.0
schrale,1.0
schreeuwende,1.0
schreurs,1.0
schreuwen,1.0
schuif,1.0
schuilen,1.0
schuimparty,1.0
schuld,1.0
schut,1.0
schyt,1.0
scoren,1.0
scoro,1.0
scorpio,1.0
se,1.0
second,1.0
sectoronderzoek,1.0
see,1.0
segfe,1.0
seggen,1.0
seizoen,1.0
seminoguz,1.0
sensatie,1.0
sessie,1.0
sexverslaafde,1.0
shagga,1.0
shame,1.0
shangria,1.0
shania,1.0
she,1.0
shine,1.0
shitt,1.0
shittttt,1.0
shore,1.0
sieren,1.0
siham,1.0
sike,1.0
sil,1.0
simon,1.0
sinds,1.0
sistahs,1.0
situatie,1.0
sixteen,1.0
sjee,1.0
skeelt,1.0
skiere,1.0
skip,1.0
skop,1.0
slaaap,1.0
slan,1.0
slaperige,1.0
slb,1.0
slechts,1.0
slechtste,1.0
slep,1.0
sletje,1.0
sletten,1.0
sletterig,1.0
sliep,1.0
slijmbal,1.0
slijme,1.0
slik,1.0
slist,1.0
sloop,1.0
slotje,1.0
slp,1.0
sluiten,1.0
sluwevos,1.0
slymbal,1.0
sma,1.0
smahane,1.0
smeer,1.0
smerig,1.0
smerige,1.0
smit,1.0
smoelen,1.0
smoesjes,1.0
smssen,1.0
smst,1.0
smurfen,1.0
snackbar,1.0
sneeuw,1.0
sneeuwbal,1.0
sneltrein,1.0
sneu,1.0
snij,1.0
snik,1.0
snoep,1.0
snuif,1.0
soa,1.0
sodemieter,1.0
sofie,1.0
sokken,1.0
somebody,1.0
sommen,1.0
sommigen,1.0
soort,1.0
soortgenoten,1.0
sopa,1.0
sos,1.0
sou,1.0
soundcloud,1.0
spaanse,1.0
spanjaarden,1.0
spannend,1.0
spauwen,1.0
speciaal,1.0
spelfouten,1.0
spijt,1.0
spits,1.0
spook,1.0
spot,1.0
spotify,1.0
spraak,1.0
spreken,1.0
spring,1.0
springen,1.0
sprintevo,1.0
sprinting,1.0
spuit,1.0
spuitje,1.0
spullen,1.0
srsly,1.0
ssa,1.0
sschoolpass,1.0
sssht,1.0
ssss,1.0
sssssssssssssst,1.0
staart,1.0
stacey,1.0
stadion,1.0
stadionverbod,1.0
stak,1.0
stakker,1.0
stakkers,1.0
stalken,1.0
standaard,1.0
standbye,1.0
stanieboy,1.0
stank,1.0
stanvanloon,1.0
stap,1.0
stappen,1.0
stapt,1.0
steek,1.0
steel,1.0
steen,1.0
steenbok,1.0
stemmen,1.0
stemming,1.0
stempel,1.0
stemt,1.0
stere,1.0
stereotype,1.0
sterke,1.0
stijndeheus,1.0
stikkaz,1.0
still,1.0
stillekes,1.0
stink,1.0
stoep,1.0
stoeprandje,1.0
stoerdoen,1.0
stok,1.0
stomwijf,1.0
stookt,1.0
stooten,1.0
stoppe,1.0
stouterd,1.0
straf,1.0
strafwerk,1.0
strontziek,1.0
struikelen,1.0
strx,1.0
studenten,1.0
stunten,1.0
stupid,1.0
stuurde,1.0
stuurt,1.0
suarez,1.0
suf,1.0
suk,1.0
sukkeltje,1.0
sulletjes,1.0
superman,1.0
supper,1.0
sure,1.0
susanuhbx,1.0
susje,1.0
sw,1.0
swaaaa,1.0
swagg,1.0
swagger,1.0
swaggy,1.0
swagrappers,1.0
swek,1.0
swenangelotrb,1.0
switchen,1.0
sws,1.0
systeembeheerder,1.0
sz,1.0
taa,1.0
taal,1.0
taart,1.0
tabblad,1.0
tabo,1.0
tabon,1.0
taggen,1.0
takkie,1.0
takkiej,1.0
talamini,1.0
tamara,1.0
tandarts,1.0
tanden,1.0
tangens,1.0
tap,1.0
tas,1.0
tasje,1.0
tattoo,1.0
tattoofatoe,1.0
tattoolinenl,1.0
tazer,1.0
tazeren,1.0
tazz,1.0
tc,1.0
tcare,1.0
team,1.0
techniek,1.0
tedrinken,1.0
tefietsen,1.0
tegelijk,1.0
tegenstanders,1.0
tegenwoordig,1.0
tekagunkolf,1.0
tekenen,1.0
tekkel,1.0
tekst,1.0
telaat,1.0
telefoongids,1.0
tell,1.0
teminstenietmetk,1.0
ten,1.0
tende,1.0
tenen,1.0
tenminste,1.0
tennissen,1.0
teren,1.0
teringgghekel,1.0
teringleier,1.0
teringlijer,1.0
teruggggg,1.0
terugnaaruweigenlandjonge,1.0
tessa,1.0
tesss,1.0
tevaak,1.0
teveel,1.0
tg,1.0
tha,1.0
them,1.0
theo,1.0
theseries,1.0
thijsebaard,1.0
thijsvdblom,1.0
thingsyoushouldnotdo,1.0
this,1.0
thnx,1.0
thought,1.0
thuglife,1.0
tief,1.0
tieft,1.0
tienerfeiten,1.0
tieten,1.0
tietspleetbuite,1.0
tietvlieg,1.0
tijden,1.0
tijdje,1.0
tijger,1.0
tijme,1.0
tikken,1.0
times,1.0
timo,1.0
titanic,1.0
tives,1.0
tja,1.0
tjuussss,1.0
tmobile,1.0
toegang,1.0
toekomst,1.0
toelaten,1.0
toepasselijk,1.0
toestemming,1.0
toeter,1.0
toeteren,1.0
toetsweek,1.0
toevoege,1.0
togf,1.0
tomvanhout,1.0
toon,1.0
toonde,1.0
toont,1.0
topper,1.0
toppie,1.0
torso,1.0
totaal,1.0
tour,1.0
training,1.0
trambaan,1.0
trappen,1.0
trash,1.0
treinen,1.0
trekker,1.0
trekt,1.0
trichon,1.0
tristannnafca,1.0
troonrede,1.0
trouwen,1.0
tru,1.0
trug,1.0
truitje,1.0
tssss,1.0
ttoch,1.0
tuin,1.0
tunahannsb,1.0
turkije,1.0
turks,1.0
tussenstand,1.0
tuurlijk,1.0
tvkantine,1.0
tvvkiekendd,1.0
tweette,1.0
twentepsv,1.0
twijfel,1.0
twin,1.0
twit,1.0
twitheldje,1.0
twitt,1.0
twitterbeefs,1.0
tyfuss,1.0
type,1.0
typisch,1.0
ucsen,1.0
uf,1.0
uggs,1.0
ughh,1.0
uhg,1.0
uhl,1.0
uhm,1.0
uhmm,1.0
uiteindelijk,1.0
uiterlijk,1.0
uitfluitende,1.0
uitgaanlezen,1.0
uitgekickt,1.0
uitgescholden,1.0
uitgevonden,1.0
uitkering,1.0
uitlachen,1.0
uitoefenen,1.0
uitpuilende,1.0
uitschelden,1.0
uitslagen,1.0
uitslapen,1.0
uitstellen,1.0
uitt,1.0
uittezetten,1.0
uitvreters,1.0
uitzetten,1.0
um,1.0
un,1.0
undercoverinnederland,1.0
unfair,1.0
universiteit,1.0
up,1.0
usa,1.0
utr,1.0
utrecht,1.0
uu,1.0
uuh,1.0
uuhll,1.0
uwv,1.0
vaag,1.0
vaage,1.0
vaatwasser,1.0
vadersss,1.0
vager,1.0
vagina,1.0
vak,1.0
valentijn,1.0
valla,1.0
valle,1.0
vallen,1.0
vallenereensgeenonschuldigeslachtoffers,1.0
vandoor,1.0
vanmiddag,1.0
vanwege,1.0
vast,1.0
vat,1.0
vb,1.0
vd,1.0
vechte,1.0
veeel,1.0
veek,1.0
veels,1.0
veetje,1.0
veghelse,1.0
veil,1.0
veld,1.0
veranderd,1.0
verandering,1.0
verandert,1.0
verantwoordelijke,1.0
verantwoordelijken,1.0
verantwoordelijkheid,1.0
verbeteren,1.0
verbouw,1.0
verbrand,1.0
verbranden,1.0
verdienen,1.0
verdomd,1.0
verdrietig,1.0
verdwaald,1.0
verdwijnen,1.0
vergaderen,1.0
vergeef,1.0
vergoeding,1.0
verkeer,1.0
verkeerd,1.0
verkeerde,1.0
verkent,1.0
verketterd,1.0
verklaring,1.0
verkloot,1.0
verkocht,1.0
verkope,1.0
verkouden,1.0
verkracht,1.0
verkrachters,1.0
verlegen,1.0
verlenen,1.0
verlore,1.0
vermoed,1.0
vermoeiend,1.0
vermoord,1.0
veronica,1.0
verplaaatst,1.0
verraad,1.0
verraden,1.0
verrassend,1.0
verschil,1.0
verschrikkelijk,1.0
verslag,1.0
verslapen,1.0
verspillen,1.0
verspreid,1.0
verspreiden,1.0
versterkingen,1.0
verstoring,1.0
vertel,1.0
vertelle,1.0
vertonghen,1.0
vertraagd,1.0
vertrouwt,1.0
vertyft,1.0
vertyven,1.0
vervelend,1.0
verwacht,1.0
verwachte,1.0
verwachten,1.0
verwend,1.0
verwijderen,1.0
verwoesten,1.0
verwyderen,1.0
verziekt,1.0
verziekte,1.0
verzin,1.0
verzinne,1.0
verzinnen,1.0
verzint,1.0
verzocht,1.0
verzon,1.0
verzonnen,1.0
verzorging,1.0
veurs,1.0
vieren,1.0
viesdruk,1.0
viezer,1.0
viezerikken,1.0
vijf,1.0
viking,1.0
vinkentering,1.0
vinkje,1.0
vinl,1.0
viooltjes,1.0
visipresident,1.0
vit,1.0
vlag,1.0
vlak,1.0
vlamen,1.0
vlees,1.0
vliegen,1.0
vliegende,1.0
vlikker,1.0
vloeken,1.0
vmpiers,1.0
voeg,1.0
voelde,1.0
voelen,1.0
voelt,1.0
voetbalfans,1.0
voetballen,1.0
voeten,1.0
voicemail,1.0
volch,1.0
volendammer,1.0
volg,1.0
volgend,1.0
volgensmij,1.0
volgers,1.0
volle,1.0
volwaardige,1.0
volwasse,1.0
vonden,1.0
vooral,1.0
voorbeeld,1.0
voorelkaar,1.0
voorgaan,1.0
voorkappen,1.0
voren,1.0
vorige,1.0
vreet,1.0
vriendje,1.0
vriendjes,1.0
vrijdag,1.0
vrije,1.0
vroege,1.0
vroeger,1.0
vrolijk,1.0
vuil,1.0
vunzig,1.0
vuurheer,1.0
vwo,1.0
waaaaaaaat,1.0
waaaat,1.0
waardeloos,1.0
waardoor,1.0
waarheden,1.0
waarin,1.0
waars,1.0
waarschuwingen,1.0
waarvan,1.0
waauw,1.0
wachte,1.0
wachtgeld,1.0
wachtmaar,1.0
wahahah,1.0
wahahahahah,1.0
wahahahha,1.0
wajo,1.0
wake,1.0
walg,1.0
wallaha,1.0
wallen,1.0
wanne,1.0
wans,1.0
war,1.0
warfare,1.0
warom,1.0
waroom,1.0
wasje,1.0
wasmachine,1.0
wassen,1.0
watch,1.0
watdan,1.0
wateenmongool,1.0
water,1.0
watje,1.0
watn,1.0
watt,1.0
wattefack,1.0
wattehel,1.0
watzeblijft,1.0
watzielig,1.0
wauwbegin,1.0
waylon,1.0
waz,1.0
wc,1.0
wearing,1.0
wedden,1.0
weeer,1.0
weejoh,1.0
weekendverhalen,1.0
weekjes,1.0
weergeven,1.0
weerminutenluisteren,1.0
weerwolve,1.0
weetje,1.0
weetniet,1.0
wegbrengeb,1.0
wegdrinken,1.0
wegg,1.0
weggegooit,1.0
weggeklikt,1.0
weghalen,1.0
weglopen,1.0
wegmisbruikers,1.0
wegwerkzaanheden,1.0
weh,1.0
weiland,1.0
weinig,1.0
weirdo,1.0
wejo,1.0
wejooo,1.0
wejoow,1.0
wekdamit,1.0
welcome,1.0
well,1.0
wendysws,1.0
wenne,1.0
wensen,1.0
wenst,1.0
wereld,1.0
werkhouding,1.0
wesley,1.0
wessels,1.0
wethouders,1.0
weuw,1.0
wezens,1.0
whaha,1.0
whahaha,1.0
whap,1.0
what,1.0
whatsaap,1.0
whatsapp,1.0
white,1.0
why,1.0
wi,1.0
wiepen,1.0
wiet,1.0
wiewiewiewie,1.0
wilde,1.0
wilhethuisuit,1.0
wille,1.0
willems,1.0
willemse,1.0
wilsonplein,1.0
windmalloten,1.0
windnee,1.0
winkel,1.0
winkels,1.0
winnie,1.0
wint,1.0
winter,1.0
winx,1.0
wist,1.0
wit,1.0
with,1.0
wjo,1.0
wkr,1.0
wle,1.0
woahh,1.0
woeehoeoee,1.0
woensdag,1.0
woest,1.0
wollahmeh,1.0
wond,1.0
wonen,1.0
wooow,1.0
woortje,1.0
wor,1.0
worde,1.0
world,1.0
wortel,1.0
would,1.0
wow,1.0
wrede,1.0
wt,1.0
wuaahahhaha,1.0
wuahahhahaha,1.0
wwwvoetbalzonenl,1.0
wíl,1.0
xashleeyx,1.0
xaydibengbeng,1.0
xdootjhee,1.0
xfactor,1.0
xhouda,1.0
xirislovex,1.0
xo,1.0
xovergereden,1.0
xoxo,1.0
xp,1.0
xprincerendelx,1.0
xsweetdream,1.0
xvashappening,1.0
xxx,1.0
xyvette,1.0
ya,1.0
yallllllll,1.0
yepp,1.0
yes,1.0
yesilikeyoux,1.0
ymke,1.0
york,1.0
youri,1.0
youtube,1.0
yvet,1.0
za,1.0
zaad,1.0
zaak,1.0
zachter,1.0
zag,1.0
zalm,1.0
zanger,1.0
zaten,1.0
zaterdag,1.0
zaterdagavond,1.0
zeekoe,1.0
zeeland,1.0
zegge,1.0
zeggie,1.0
zeh,1.0
zehma,1.0
zehme,1.0
zeiden,1.0
zeiksnop,1.0
zekerdat,1.0
zelfhulp,1.0
zelfmoord,1.0
zelfstandig,1.0
zemmer,1.0
zene,1.0
zenuwen,1.0
zerodixallday,1.0
zeumeren,1.0
zeur,1.0
zeuren,1.0
zeurt,1.0
zeurttt,1.0
zeven,1.0
zeyenp,1.0
zi,1.0
zieker,1.0
ziekte,1.0
ziektedragers,1.0
ziektes,1.0
zielige,1.0
zieltje,1.0
ziens,1.0
zijk,1.0
zing,1.0
zingt,1.0
zinnentjes,1.0
zionisten,1.0
zittten,1.0
zjnoen,1.0
zodat,1.0
zoeker,1.0
zoene,1.0
zoete,1.0
zoieso,1.0
zolang,1.0
zombies,1.0
zondag,1.0
zondee,1.0
zonneklep,1.0
zorg,1.0
zovaak,1.0
zowat,1.0
zowiso,1.0
zuipuh,1.0
zul,1.0
zulk,1.0
zulllen,1.0
zult,1.0
zwaaien,1.0
zwakt,1.0
zwerver,1.0
zwijni,1.0
zwz,1.0
zy,1.0
zó,1.0
écht,1.0
üî,1.0
üò,1.0
üòaeüòae,1.0
üòï,1.0
üòòüòò,1.0
üòüîüîüîüî,1.0
üòüò,1.0
aangekleed,2.0
aanhoren,2.0
aanpakken,2.0
acc,2.0
achternaam,2.0
achtige,2.0
acta,2.0
actie,2.0
adviseer,2.0
advocaat,2.0
ah,2.0
akward,2.0
allang,2.0
allebei,2.0
alweer,2.0
amsterdam,2.0
anoniem,2.0
anp,2.0
app,2.0
autos,2.0
avatar,2.0
awards,2.0
baas,2.0
bah,2.0
baksteen,2.0
bas,2.0
bedacht,2.0
bedoelt,2.0
been,2.0
begint,2.0
begrijp,2.0
bel,2.0
bemoei,2.0
benieuwd,2.0
besloten,2.0
bezoek,2.0
bieber,2.0
bil,2.0
billen,2.0
biologie,2.0
blauwe,2.0
blijkbaar,2.0
bloemen,2.0
blokkeren,2.0
blonde,2.0
boeit,2.0
boeren,2.0
boren,2.0
boys,2.0
brengt,2.0
broers,2.0
brutaal,2.0
buiten,2.0
buitenlanders,2.0
buurman,2.0
buurvrouw,2.0
by,2.0
centen,2.0
chum,2.0
club,2.0
cont,2.0
daarentegen,2.0
daarna,2.0
daarnaast,2.0
daarvan,2.0
dak,2.0
dankjewel,2.0
danny,2.0
degene,2.0
den,2.0
diep,2.0
direct,2.0
djarum,2.0
docent,2.0
doei,2.0
donderdag,2.0
drama,2.0
drinken,2.0
druk,2.0
dude,2.0
duits,2.0
duitsers,2.0
duitsland,2.0
duurt,2.0
eeeuj,2.0
eeey,2.0
ei,2.0
eigendom,2.0
eikel,2.0
elise,2.0
enge,2.0
engels,2.0
enkele,2.0
eraan,2.0
eraf,2.0
erge,2.0
ergens,2.0
erger,2.0
ervan,2.0
eten,2.0
eu,2.0
facebook,2.0
fack,2.0
fan,2.0
fck,2.0
feest,2.0
ferrari,2.0
feyaz,2.0
fietsen,2.0
fittie,2.0
fk,2.0
fml,2.0
focking,2.0
fokking,2.0
forever,2.0
fso,2.0
fuckedup,2.0
fy,2.0
gaa,2.0
gadverdamme,2.0
gaf,2.0
gangster,2.0
gas,2.0
gebeld,2.0
gebelt,2.0
gebeuren,2.0
geboden,2.0
gebroken,2.0
gedachte,2.0
gedicht,2.0
gegaan,2.0
gegeven,2.0
gegooid,2.0
gekeken,2.0
gekker,2.0
gekomen,2.0
geloof,2.0
genaaid,2.0
geslagen,2.0
gesprek,2.0
gevallen,2.0
gevraagd,2.0
gewooon,2.0
gillen,2.0
ginger,2.0
gister,2.0
goal,2.0
god,2.0
going,2.0
gooide,2.0
gore,2.0
grond,2.0
groot,2.0
gtst,2.0
h,2.0
hahahah,2.0
hallo,2.0
handicap,2.0
harde,2.0
haters,2.0
heey,2.0
heledag,2.0
helft,2.0
hell,2.0
hijs,2.0
hinderlijk,2.0
hjb,2.0
hoeken,2.0
hoelaat,2.0
homos,2.0
honger,2.0
hoofdpijn,2.0
hoorde,2.0
hopelijk,2.0
horen,2.0
http,2.0
hw,2.0
idee,2.0
iewl,2.0
iinsane,2.0
ikea,2.0
indd,2.0
innerlijk,2.0
iphone,2.0
ipv,2.0
irriteren,2.0
ishen,2.0
italianen,2.0
jaah,2.0
jaloezie,2.0
jatten,2.0
jee,2.0
jemig,2.0
jesus,2.0
jochie,2.0
kale,2.0
kamp,2.0
kankerhoer,2.0
kaolo,2.0
kenker,2.0
kennen,2.0
kermis,2.0
kheb,2.0
kkrr,2.0
klagen,2.0
klap,2.0
klassers,2.0
klinkt,2.0
knap,2.0
kneus,2.0
know,2.0
koe,2.0
koen,2.0
kptrob,2.0
kuj,2.0
kunne,2.0
kunt,2.0
kutdag,2.0
kutkind,2.0
kwaad,2.0
kwam,2.0
kweet,2.0
lame,2.0
langs,2.0
langzaam,2.0
lastig,2.0
lauw,2.0
leers,2.0
lef,2.0
leiden,2.0
lekkere,2.0
lelijkerd,2.0
leuke,2.0
leukste,2.0
lied,2.0
liefde,2.0
liege,2.0
liegt,2.0
lig,2.0
liggen,2.0
likken,2.0
lkkr,2.0
loes,2.0
loser,2.0
lukt,2.0
lult,2.0
mafkezen,2.0
meann,2.0
meester,2.0
mentor,2.0
mevrouw,2.0
minder,2.0
minuut,2.0
misgunner,2.0
missen,2.0
mja,2.0
mo,2.0
moeilijk,2.0
moer,2.0
moffel,2.0
mond,2.0
mongolen,2.0
monster,2.0
mooiboy,2.0
mourinho,2.0
move,2.0
myn,2.0
nacht,2.0
nadenken,2.0
nagels,2.0
name,2.0
neer,2.0
negeren,2.0
neuken,2.0
ni,2.0
nigel,2.0
noemen,2.0
noemt,2.0
nr,2.0
nsb,2.0
nt,2.0
occupy,2.0
ofs,2.0
ofzow,2.0
ongelofelijk,2.0
ontkennen,2.0
oog,2.0
ooh,2.0
open,2.0
ophalen,2.0
opletten,2.0
oprotten,2.0
opstaan,2.0
oren,2.0
oud,2.0
out,2.0
pakt,2.0
penw,2.0
persoon,2.0
pet,2.0
peter,2.0
piep,2.0
piet,2.0
player,2.0
plek,2.0
politie,2.0
praktijk,2.0
prate,2.0
prive,2.0
probeer,2.0
probeerde,2.0
probeert,2.0
problemen,2.0
psv,2.0
punt,2.0
put,2.0
raakt,2.0
random,2.0
rapporten,2.0
rare,2.0
re,2.0
reageerd,2.0
reageert,2.0
reeg,2.0
regeerakkoord,2.0
rein,2.0
rennen,2.0
resultaten,2.0
retweet,2.0
rico,2.0
rijd,2.0
rijden,2.0
rijdt,2.0
roepen,2.0
ronald,2.0
rond,2.0
ronde,2.0
rood,2.0
rtl,2.0
rutte,2.0
ryan,2.0
samira,2.0
sarah,2.0
saus,2.0
schade,2.0
scheidsrechter,2.0
scheld,2.0
schietpartij,2.0
schooljaar,2.0
scooter,2.0
shirt,2.0
sieb,2.0
siet,2.0
site,2.0
skype,2.0
sloom,2.0
sms,2.0
snapje,2.0
snol,2.0
soms,2.0
spel,2.0
spelers,2.0
spreekt,2.0
srry,2.0
stad,2.0
stage,2.0
steken,2.0
stel,2.0
sterf,2.0
sterre,2.0
stiekem,2.0
stik,2.0
stilstand,2.0
stilte,2.0
stinken,2.0
stinkt,2.0
stoel,2.0
stoere,2.0
stom,2.0
stond,2.0
stoppen,2.0
straks,2.0
stront,2.0
succes,2.0
sukkels,2.0
sweet,2.0
tante,2.0
tegenover,2.0
tekort,2.0
tellen,2.0
tfuu,2.0
tgn,2.0
there,2.0
tje,2.0
toets,2.0
tof,2.0
tom,2.0
top,2.0
trainer,2.0
tram,2.0
travestiet,2.0
trots,2.0
trouwens,2.0
turk,2.0
tv,2.0
twee,2.0
typen,2.0
ucs,2.0
ugh,2.0
uitgestuurd,2.0
uitspraak,2.0
uren,2.0
ut,2.0
vakantie,2.0
vaker,2.0
valerie,2.0
valt,2.0
vanaf,2.0
vanavond,2.0
vandaan,2.0
vannacht,2.0
varkens,2.0
ventje,2.0
ver,2.0
verbieden,2.0
verhaal,2.0
verhuizen,2.0
verkoop,2.0
verliest,2.0
verliezen,2.0
verpesten,2.0
verplicht,2.0
verteld,2.0
vertrouwen,2.0
vervangen,2.0
vervelende,2.0
verwijder,2.0
vet,2.0
viel,2.0
vies,2.0
viese,2.0
vinger,2.0
vo,2.0
voet,2.0
volgt,2.0
volk,2.0
volledig,2.0
volop,2.0
vreemd,2.0
vreemdgaan,2.0
vreselijk,2.0
vriendschap,2.0
vrouwen,2.0
w,2.0
wan,2.0
wanna,2.0
warm,2.0
wasditdeb,2.0
wats,2.0
wekker,2.0
wens,2.0
werdt,2.0
werkt,2.0
wijfen,2.0
woon,2.0
woord,2.0
